school,sport,gender,division,conference,athletes,intl
Grand Canyon,swimming,Women,D1,Mountain West Conference,24,9
Grand Canyon,tennis,Men,D1,Mountain West Conference,8,8
Grand Canyon,tennis,Women,D1,Mountain West Conference,8,6
Grand Canyon,track_indoor,Men,D1,Mountain West Conference,51,8
Grand Canyon,track_indoor,Women,D1,Mountain West Conference,31,8
Grand Canyon,track_outdoor,Men,D1,Mountain West Conference,51,8
Grand Canyon,track_outdoor,Women,D1,Mountain West Conference,31,8
Grand Canyon,volleyball,Women,D1,Mountain West Conference,20,3
Grand Valley State,baseball,Men,D2,Great Lakes Intercollegiate Athletic Conference,42,2
Grand Valley State,basketball,Men,D2,Great Lakes Intercollegiate Athletic Conference,17,0
Grand Valley State,basketball,Women,D2,Great Lakes Intercollegiate Athletic Conference,19,0
Grand Valley State,cross_country,Men,D2,Great Lakes Intercollegiate Athletic Conference,55,1
Grand Valley State,cross_country,Women,D2,Great Lakes Intercollegiate Athletic Conference,33,0
Grand Valley State,football,Men,D2,Great Lakes Intercollegiate Athletic Conference,139,0
Grand Valley State,golf,Men,D2,Great Lakes Intercollegiate Athletic Conference,11,5
Grand Valley State,golf,Women,D2,Great Lakes Intercollegiate Athletic Conference,7,5
Grand Valley State,lacrosse,Women,D2,Great Lakes Intercollegiate Athletic Conference,35,0
Grand Valley State,soccer,Women,D2,Great Lakes Intercollegiate Athletic Conference,25,2
Grand Valley State,softball,Women,D2,Great Lakes Intercollegiate Athletic Conference,22,0
Grand Valley State,swimming,Men,D2,Great Lakes Intercollegiate Athletic Conference,36,18
Grand Valley State,swimming,Women,D2,Great Lakes Intercollegiate Athletic Conference,35,8
Grand Valley State,tennis,Men,D2,Great Lakes Intercollegiate Athletic Conference,12,11
Grand Valley State,tennis,Women,D2,Great Lakes Intercollegiate Athletic Conference,9,5
Grand Valley State,volleyball,Women,D2,Great Lakes Intercollegiate Athletic Conference,19,0
Grand Valley State,wrestling,Men,D2,Great Lakes Intercollegiate Athletic Conference,37,0
Grand Valley State,wrestling,Women,D2,Great Lakes Intercollegiate Athletic Conference,26,1
Green Bay,basketball,Men,D1,Horizon League,16,2
Green Bay,basketball,Women,D1,Horizon League,13,0
Green Bay,cross_country,Men,D1,Horizon League,12,0
Green Bay,cross_country,Women,D1,Horizon League,16,0
Green Bay,golf,Men,D1,Horizon League,9,0
Green Bay,golf,Women,D1,Horizon League,5,0
Green Bay,skiing,Men,D1,Horizon League,10,2
Green Bay,skiing,Women,D1,Horizon League,7,1
Green Bay,soccer,Men,D1,Horizon League,29,11
Green Bay,soccer,Women,D1,Horizon League,27,5
Green Bay,softball,Women,D1,Horizon League,26,1
Green Bay,swimming,Men,D1,Horizon League,22,5
Green Bay,swimming,Women,D1,Horizon League,30,1
Green Bay,volleyball,Women,D1,Horizon League,18,0
Greensboro,baseball,Men,D3,USA South Athletic Conference,42,0
Greensboro,basketball,Men,D3,USA South Athletic Conference,15,0
Greensboro,basketball,Women,D3,USA South Athletic Conference,16,0
Greensboro,football,Men,D3,USA South Athletic Conference,112,0
Greensboro,golf,Men,D3,USA South Athletic Conference,12,2
Greensboro,lacrosse,Men,D3,USA South Athletic Conference,26,0
Greensboro,lacrosse,Women,D3,USA South Athletic Conference,13,0
Greensboro,soccer,Men,D3,USA South Athletic Conference,27,12
Greensboro,soccer,Women,D3,USA South Athletic Conference,26,0
Greensboro,softball,Women,D3,USA South Athletic Conference,20,0
Greensboro,swimming,Men,D3,Old Dominion Athletic Conference,5,1
Greensboro,swimming,Women,D3,Old Dominion Athletic Conference,3,1
Greensboro,volleyball,Women,D3,USA South Athletic Conference,20,2
Greensboro,wrestling,Men,D3,USA South Athletic Conference,28,2
Greensboro,wrestling,Women,D3,USA South Athletic Conference,8,0
Greenville,baseball,Men,D3,St. Louis Intercollegiate Athletic Conference,50,3
Greenville,basketball,Men,D3,St. Louis Intercollegiate Athletic Conference,17,0
Greenville,basketball,Women,D3,St. Louis Intercollegiate Athletic Conference,21,2
Greenville,cross_country,Men,D3,St. Louis Intercollegiate Athletic Conference,17,0
Greenville,cross_country,Women,D3,St. Louis Intercollegiate Athletic Conference,13,0
Greenville,football,Men,D3,St. Louis Intercollegiate Athletic Conference,97,4
Greenville,golf,Men,D3,St. Louis Intercollegiate Athletic Conference,7,2
Greenville,golf,Women,D3,St. Louis Intercollegiate Athletic Conference,4,0
Greenville,gymnastics,Men,D3,St. Louis Intercollegiate Athletic Conference,30,1
Greenville,gymnastics,Women,D3,St. Louis Intercollegiate Athletic Conference,23,2
Greenville,soccer,Men,D3,St. Louis Intercollegiate Athletic Conference,58,38
Greenville,soccer,Women,D3,St. Louis Intercollegiate Athletic Conference,23,1
Greenville,softball,Women,D3,St. Louis Intercollegiate Athletic Conference,20,0
Greenville,tennis,Men,D3,St. Louis Intercollegiate Athletic Conference,8,3
Greenville,tennis,Women,D3,St. Louis Intercollegiate Athletic Conference,10,1
Greenville,track_indoor,Men,D3,St. Louis Intercollegiate Athletic Conference,51,1
Greenville,track_indoor,Women,D3,St. Louis Intercollegiate Athletic Conference,31,0
Greenville,track_outdoor,Men,D3,St. Louis Intercollegiate Athletic Conference,51,1
Greenville,track_outdoor,Women,D3,St. Louis Intercollegiate Athletic Conference,31,0
Greenville,volleyball,Men,D3,St. Louis Intercollegiate Athletic Conference,20,2
Greenville,volleyball,Women,D3,St. Louis Intercollegiate Athletic Conference,21,1
Grinnell,baseball,Men,D3,Midwest Conference,37,1
Grinnell,basketball,Men,D3,Midwest Conference,20,2
Grinnell,basketball,Women,D3,Midwest Conference,16,1
Grinnell,cross_country,Men,D3,Midwest Conference,28,0
Grinnell,cross_country,Women,D3,Midwest Conference,28,0
Grinnell,football,Men,D3,Midwest Conference,61,0
Grinnell,golf,Men,D3,St. Louis Intercollegiate Athletic Conference,6,0
Grinnell,golf,Women,D3,Midwest Conference,8,0
Grinnell,soccer,Men,D3,Midwest Conference,25,2
Grinnell,soccer,Women,D3,Midwest Conference,25,2
Grinnell,softball,Women,D3,Midwest Conference,20,0
Grinnell,swimming,Men,D3,Midwest Conference,25,3
Grinnell,swimming,Women,D3,Midwest Conference,39,1
Grinnell,tennis,Men,D3,Midwest Conference,17,6
Grinnell,tennis,Women,D3,Midwest Conference,15,6
Grinnell,track_indoor,Men,D3,Midwest Conference,54,0
Grinnell,track_indoor,Women,D3,Midwest Conference,45,1
Grinnell,track_outdoor,Men,D3,Midwest Conference,54,0
Grinnell,track_outdoor,Women,D3,Midwest Conference,45,1
Grinnell,volleyball,Women,D3,Midwest Conference,13,1
Grove City,baseball,Men,D3,Presidents' Athletic Conference,35,1
Grove City,basketball,Men,D3,Presidents' Athletic Conference,20,0
Grove City,basketball,Women,D3,Presidents' Athletic Conference,18,0
Grove City,cross_country,Men,D3,Presidents' Athletic Conference,23,0
Grove City,cross_country,Women,D3,Presidents' Athletic Conference,14,0
Grove City,football,Men,D3,Presidents' Athletic Conference,122,0
Grove City,golf,Men,D3,Presidents' Athletic Conference,19,0
Grove City,golf,Women,D3,Presidents' Athletic Conference,10,0
Grove City,lacrosse,Men,D3,Presidents' Athletic Conference,40,0
Grove City,lacrosse,Women,D3,Presidents' Athletic Conference,18,0
Grove City,soccer,Men,D3,Presidents' Athletic Conference,32,1
Grove City,soccer,Women,D3,Presidents' Athletic Conference,29,0
Grove City,softball,Women,D3,Presidents' Athletic Conference,17,0
Grove City,swimming,Men,D3,Presidents' Athletic Conference,23,0
Grove City,swimming,Women,D3,Presidents' Athletic Conference,26,0
Grove City,tennis,Men,D3,Presidents' Athletic Conference,12,1
Grove City,tennis,Women,D3,Presidents' Athletic Conference,16,0
Grove City,track_indoor,Men,D3,Presidents' Athletic Conference,49,0
Grove City,track_indoor,Women,D3,Presidents' Athletic Conference,32,0
Grove City,track_outdoor,Men,D3,Presidents' Athletic Conference,49,0
Grove City,track_outdoor,Women,D3,Presidents' Athletic Conference,32,0
Grove City,volleyball,Men,D3,Presidents' Athletic Conference,16,0
Grove City,volleyball,Women,D3,Presidents' Athletic Conference,20,0
Grove City,water_polo,Women,D3,Collegiate Water Polo Association,9,0
Guilford,baseball,Men,D3,Old Dominion Athletic Conference,48,0
Guilford,basketball,Men,D3,Old Dominion Athletic Conference,18,1
Guilford,basketball,Women,D3,Old Dominion Athletic Conference,11,2
Guilford,cross_country,Men,D3,Old Dominion Athletic Conference,9,0
Guilford,cross_country,Women,D3,Old Dominion Athletic Conference,4,1
Guilford,football,Men,D3,Old Dominion Athletic Conference,129,2
Guilford,golf,Men,D3,Old Dominion Athletic Conference,8,0
Guilford,lacrosse,Men,D3,Old Dominion Athletic Conference,17,1
Guilford,lacrosse,Women,D3,Old Dominion Athletic Conference,17,0
Guilford,rugby,Women,D3,Old Dominion Athletic Conference,18,0
Guilford,soccer,Men,D3,Old Dominion Athletic Conference,30,3
Guilford,soccer,Women,D3,Old Dominion Athletic Conference,20,0
Guilford,softball,Women,D3,Old Dominion Athletic Conference,29,0
Guilford,tennis,Men,D3,Old Dominion Athletic Conference,3,0
Guilford,tennis,Women,D3,Old Dominion Athletic Conference,8,0
Guilford,track_indoor,Men,D3,Old Dominion Athletic Conference,19,0
Guilford,track_indoor,Women,D3,Old Dominion Athletic Conference,6,1
Guilford,track_outdoor,Men,D3,Old Dominion Athletic Conference,19,0
Guilford,track_outdoor,Women,D3,Old Dominion Athletic Conference,6,1
Guilford,volleyball,Women,D3,Old Dominion Athletic Conference,17,0
Gustavus Adolphus,baseball,Men,D3,Minnesota Intercollegiate Athletic Conference,65,1
Gustavus Adolphus,basketball,Men,D3,Minnesota Intercollegiate Athletic Conference,22,1
Gustavus Adolphus,basketball,Women,D3,Minnesota Intercollegiate Athletic Conference,19,0
Gustavus Adolphus,cross_country,Men,D3,Minnesota Intercollegiate Athletic Conference,21,0
Gustavus Adolphus,cross_country,Women,D3,Minnesota Intercollegiate Athletic Conference,25,0
Gustavus Adolphus,football,Men,D3,Minnesota Intercollegiate Athletic Conference,113,3
Gustavus Adolphus,golf,Men,D3,Minnesota Intercollegiate Athletic Conference,12,3
Gustavus Adolphus,golf,Women,D3,Minnesota Intercollegiate Athletic Conference,11,0
Gustavus Adolphus,gymnastics,Women,D3,Wisconsin Intercollegiate Athletic Conference,23,1
Gustavus Adolphus,ice_hockey,Men,D3,Minnesota Intercollegiate Athletic Conference,30,8
Gustavus Adolphus,ice_hockey,Women,D3,Minnesota Intercollegiate Athletic Conference,26,1
Gustavus Adolphus,soccer,Men,D3,Minnesota Intercollegiate Athletic Conference,35,3
Gustavus Adolphus,soccer,Women,D3,Minnesota Intercollegiate Athletic Conference,33,0
Gustavus Adolphus,softball,Women,D3,Minnesota Intercollegiate Athletic Conference,21,0
Gustavus Adolphus,swimming,Men,D3,Minnesota Intercollegiate Athletic Conference,52,0
Gustavus Adolphus,swimming,Women,D3,Minnesota Intercollegiate Athletic Conference,55,2
Gustavus Adolphus,tennis,Men,D3,Minnesota Intercollegiate Athletic Conference,19,7
Gustavus Adolphus,tennis,Women,D3,Minnesota Intercollegiate Athletic Conference,23,4
Gustavus Adolphus,track_indoor,Men,D3,Minnesota Intercollegiate Athletic Conference,63,1
Gustavus Adolphus,track_indoor,Women,D3,Minnesota Intercollegiate Athletic Conference,67,1
Gustavus Adolphus,track_outdoor,Men,D3,Minnesota Intercollegiate Athletic Conference,63,1
Gustavus Adolphus,track_outdoor,Women,D3,Minnesota Intercollegiate Athletic Conference,67,1
Gustavus Adolphus,volleyball,Women,D3,Minnesota Intercollegiate Athletic Conference,17,0
Gwynedd Mercy,baseball,Men,D3,Atlantic East Conference,42,0
Gwynedd Mercy,basketball,Men,D3,Atlantic East Conference,19,0
Gwynedd Mercy,basketball,Women,D3,Atlantic East Conference,17,0
Gwynedd Mercy,cross_country,Men,D3,Atlantic East Conference,3,0
Gwynedd Mercy,cross_country,Women,D3,Atlantic East Conference,5,0
Gwynedd Mercy,field_hockey,Women,D3,Atlantic East Conference,17,0
Gwynedd Mercy,lacrosse,Men,D3,Atlantic East Conference,32,0
Gwynedd Mercy,lacrosse,Women,D3,Atlantic East Conference,17,0
Gwynedd Mercy,soccer,Men,D3,Atlantic East Conference,34,0
Gwynedd Mercy,soccer,Women,D3,Atlantic East Conference,27,0
Gwynedd Mercy,softball,Women,D3,Atlantic East Conference,20,0
Gwynedd Mercy,volleyball,Women,D3,Atlantic East Conference,14,0
Hamilton,baseball,Men,D3,New England Small College Athletic Conference,35,0
Hamilton,basketball,Men,D3,New England Small College Athletic Conference,16,2
Hamilton,basketball,Women,D3,New England Small College Athletic Conference,16,0
Hamilton,cross_country,Men,D3,New England Small College Athletic Conference,20,0
Hamilton,cross_country,Women,D3,New England Small College Athletic Conference,16,0
Hamilton,field_hockey,Women,D3,New England Small College Athletic Conference,29,0
Hamilton,football,Men,D3,New England Small College Athletic Conference,75,0
Hamilton,golf,Men,D3,New England Small College Athletic Conference,15,5
Hamilton,golf,Women,D3,New England Small College Athletic Conference,14,3
Hamilton,ice_hockey,Men,D3,New England Small College Athletic Conference,30,10
Hamilton,ice_hockey,Women,D3,New England Small College Athletic Conference,30,2
Hamilton,lacrosse,Men,D3,New England Small College Athletic Conference,45,3
Hamilton,lacrosse,Women,D3,New England Small College Athletic Conference,30,0
Hamilton,rowing,Women,D3,New England Small College Athletic Conference,37,1
Hamilton,soccer,Men,D3,New England Small College Athletic Conference,35,0
Hamilton,soccer,Women,D3,New England Small College Athletic Conference,28,2
Hamilton,softball,Women,D3,New England Small College Athletic Conference,15,0
Hamilton,swimming,Men,D3,New England Small College Athletic Conference,31,2
Hamilton,swimming,Women,D3,New England Small College Athletic Conference,41,1
Hamilton,tennis,Men,D3,New England Small College Athletic Conference,15,5
Hamilton,tennis,Women,D3,New England Small College Athletic Conference,9,2
Hamilton,track_indoor,Men,D3,New England Small College Athletic Conference,40,0
Hamilton,track_indoor,Women,D3,New England Small College Athletic Conference,33,1
Hamilton,track_outdoor,Men,D3,New England Small College Athletic Conference,40,0
Hamilton,track_outdoor,Women,D3,New England Small College Athletic Conference,33,1
Hamilton,volleyball,Women,D3,New England Small College Athletic Conference,17,0
Hamline,baseball,Men,D3,Minnesota Intercollegiate Athletic Conference,44,1
Hamline,basketball,Men,D3,Minnesota Intercollegiate Athletic Conference,23,0
Hamline,basketball,Women,D3,Minnesota Intercollegiate Athletic Conference,20,0
Hamline,cross_country,Men,D3,Minnesota Intercollegiate Athletic Conference,9,0
Hamline,cross_country,Women,D3,Minnesota Intercollegiate Athletic Conference,12,0
Hamline,football,Men,D3,Minnesota Intercollegiate Athletic Conference,74,0
Hamline,gymnastics,Women,D3,Minnesota Intercollegiate Athletic Conference,33,1
Hamline,ice_hockey,Men,D3,Minnesota Intercollegiate Athletic Conference,30,0
Hamline,ice_hockey,Women,D3,Minnesota Intercollegiate Athletic Conference,23,0
Hamline,lacrosse,Women,D3,Minnesota Intercollegiate Athletic Conference,26,1
Hamline,soccer,Men,D3,Minnesota Intercollegiate Athletic Conference,32,2
Hamline,soccer,Women,D3,Minnesota Intercollegiate Athletic Conference,39,0
Hamline,softball,Women,D3,Minnesota Intercollegiate Athletic Conference,17,0
Hamline,swimming,Men,D3,Minnesota Intercollegiate Athletic Conference,9,0
Hamline,swimming,Women,D3,Minnesota Intercollegiate Athletic Conference,14,0
Hamline,tennis,Men,D3,Minnesota Intercollegiate Athletic Conference,8,0
Hamline,tennis,Women,D3,Minnesota Intercollegiate Athletic Conference,9,0
Hamline,track_indoor,Men,D3,Minnesota Intercollegiate Athletic Conference,43,1
Hamline,track_indoor,Women,D3,Minnesota Intercollegiate Athletic Conference,39,0
Hamline,track_outdoor,Men,D3,Minnesota Intercollegiate Athletic Conference,43,1
Hamline,track_outdoor,Women,D3,Minnesota Intercollegiate Athletic Conference,39,0
Hamline,volleyball,Women,D3,Minnesota Intercollegiate Athletic Conference,19,0
Hampden-Sydney,baseball,Men,D3,Old Dominion Athletic Conference,43,0
Hampden-Sydney,basketball,Men,D3,Old Dominion Athletic Conference,19,0
Hampden-Sydney,cross_country,Men,D3,Old Dominion Athletic Conference,6,0
Hampden-Sydney,football,Men,D3,Old Dominion Athletic Conference,110,0
Hampden-Sydney,golf,Men,D3,Old Dominion Athletic Conference,16,0
Hampden-Sydney,lacrosse,Men,D3,Old Dominion Athletic Conference,66,0
Hampden-Sydney,soccer,Men,D3,Old Dominion Athletic Conference,31,1
Hampden-Sydney,swimming,Men,D3,Old Dominion Athletic Conference,4,0
Hampden-Sydney,tennis,Men,D3,Old Dominion Athletic Conference,8,0
Hampton,basketball,Men,D1,Coastal Athletic Association,15,2
Hampton,basketball,Women,D1,Coastal Athletic Association,14,0
Hampton,cross_country,Men,D1,Coastal Athletic Association,5,1
Hampton,cross_country,Women,D1,Coastal Athletic Association,8,2
Hampton,football,Men,D1,Coastal Athletic Association,95,1
Hampton,lacrosse,Men,D1,Coastal Athletic Association,44,0
Hampton,soccer,Women,D1,Coastal Athletic Association,22,7
Hampton,softball,Women,D1,Coastal Athletic Association,24,0
Hampton,tennis,Men,D1,Coastal Athletic Association,8,6
Hampton,tennis,Women,D1,Coastal Athletic Association,7,7
Hampton,track_indoor,Men,D1,Coastal Athletic Association,32,2
Hampton,track_indoor,Women,D1,Coastal Athletic Association,34,5
Hampton,track_outdoor,Men,D1,Coastal Athletic Association,32,2
Hampton,track_outdoor,Women,D1,Coastal Athletic Association,34,5
Hampton,triathlon,Women,D1,Coastal Athletic Association,5,0
Hampton,volleyball,Women,D1,Coastal Athletic Association,15,4
Hanover,baseball,Men,D3,Heartland Collegiate Athletic Conference,54,0
Hanover,basketball,Men,D3,Heartland Collegiate Athletic Conference,19,0
Hanover,basketball,Women,D3,Heartland Collegiate Athletic Conference,17,0
Hanover,cross_country,Men,D3,Heartland Collegiate Athletic Conference,6,0
Hanover,cross_country,Women,D3,Heartland Collegiate Athletic Conference,11,0
Hanover,football,Men,D3,Heartland Collegiate Athletic Conference,127,0
Hanover,golf,Men,D3,Heartland Collegiate Athletic Conference,12,0
